sex,race_eth,age_group,year,population
male,hispanic,5-9,2007,1310100.443839334
male,hispanic,5-9,2008,1315293.2175117983
male,hispanic,5-9,2009,1304996.0578587772
male,hispanic,5-9,2010,1973005.369933994
male,hispanic,5-9,2011,668223
male,hispanic,5-9,2012,679295
male,hispanic,5-9,2013,692407
male,hispanic,5-9,2014,706386
male,hispanic,5-9,2015,715996
male,hispanic,5-9,2016,718318
male,hispanic,5-9,2017,712687
male,hispanic,5-9,2018,699006
male,hispanic,5-9,2019,679363
male,hispanic,5-9,2020,716235
male,hispanic,10-14,2000,2080931.348493217
male,hispanic,10-14,2001,1122715.031181616
male,hispanic,10-14,2002,1183766.355225714
male,hispanic,10-14,2003,1241587.093918114
male,hispanic,10-14,2004,1288004.156796301
male,hispanic,10-14,2005,1320155.53453306
male,hispanic,10-14,2006,1342511.213303731
male,hispanic,10-14,2007,1351817.295852365
male,hispanic,10-14,2008,1350697.6776643952
male,hispanic,10-14,2009,1312588.564967337
male,hispanic,10-14,2010,2001241.553554274
male,hispanic,10-14,2011,668344
male,hispanic,10-14,2012,670955
male,hispanic,10-14,2013,674085
male,hispanic,10-14,2014,679001
male,hispanic,10-14,2015,684530
male,hispanic,10-14,2016,690499
male,hispanic,10-14,2017,697102
male,hispanic,10-14,2018,703633
male,hispanic,10-14,2019,708131
male,hispanic,10-14,2020,746618
male,hispanic,15-19,2000,2154392.4648343697
male,hispanic,15-19,2001,1085499.9979444472
male,hispanic,15-19,2002,1091311.8584279371
male,hispanic,15-19,2003,1114230.929680982
male,hispanic,15-19,2004,1145463.447341895
male,hispanic,15-19,2005,1181479.589764874
male,hispanic,15-19,2006,1223540.403718266
male,hispanic,15-19,2007,1263736.541395365
male,hispanic,15-19,2008,1300576.403281661
male,hispanic,15-19,2009,1349858.475894034
male,hispanic,15-19,2010,2081533.6350368182
male,hispanic,15-19,2011,694841
male,hispanic,15-19,2012,693867
male,hispanic,15-19,2013,690184
male,hispanic,15-19,2014,686045
male,hispanic,15-19,2015,682388
male,hispanic,15-19,2016,679593
male,hispanic,15-19,2017,677258
male,hispanic,15-19,2018,672420
male,hispanic,15-19,2019,662166
male,hispanic,15-19,2020,668204
male,hispanic,20-24,2000,2251945.9218388316
male,hispanic,20-24,2001,1152273.68974673
male,hispanic,20-24,2002,1156493.4356580728
male,hispanic,20-24,2003,1164799.8278696649
male,hispanic,20-24,2004,1172228.772860428
male,hispanic,20-24,2005,1177731.575541198
male,hispanic,20-24,2006,1187236.058555686
male,hispanic,20-24,2007,1199456.267056601
male,hispanic,20-24,2008,1221902.572534451
male,hispanic,20-24,2009,1244376.3016844902
male,hispanic,20-24,2010,1895778.053256545
male,hispanic,20-24,2011,642190
male,hispanic,20-24,2012,650963
male,hispanic,20-24,2013,659189
male,hispanic,20-24,2014,667423
male,hispanic,20-24,2015,673701
male,hispanic,20-24,2016,675697
male,hispanic,20-24,2017,673104
male,hispanic,20-24,2018,663849
male,hispanic,20-24,2019,644244
male,hispanic,20-24,2020,633996
male,hispanic,25-29,2000,2254538.975521166
male,hispanic,25-29,2001,1138784.864018879
male,hispanic,25-29,2002,1135554.0409333832
male,hispanic,25-29,2003,1138630.287897941
male,hispanic,25-29,2004,1139611.073349921
male,hispanic,25-29,2005,1139446.7116764039
male,hispanic,25-29,2006,1141952.321696412
male,hispanic,25-29,2007,1155179.601698747
male,hispanic,25-29,2008,1172799.8912549291
male,hispanic,25-29,2009,1203258.750237423
male,hispanic,25-29,2010,1830164.829228997
male,hispanic,25-29,2011,608501
male,hispanic,25-29,2012,607330
male,hispanic,25-29,2013,604294
male,hispanic,25-29,2014,602507
male,hispanic,25-29,2015,602931
male,hispanic,25-29,2016,606391
male,hispanic,25-29,2017,614771
male,hispanic,25-29,2018,626232
male,hispanic,25-29,2019,635357
male,hispanic,25-29,2020,646954
male,hispanic,30-34,2000,2067227.6336593758
male,hispanic,30-34,2001,1066201.6645029392
male,hispanic,30-34,2002,1084795.4423475922
male,hispanic,30-34,2003,1099860.768129584
male,hispanic,30-34,2004,1108806.387076792
male,hispanic,30-34,2005,1107138.126798283
male,hispanic,30-34,2006,1102806.296823483
male,hispanic,30-34,2007,1100758.6027911683
male,hispanic,30-34,2008,1104537.107961846
male,hispanic,30-34,2009,1111992.361947928
male,hispanic,30-34,2010,1669704.25048645
male,hispanic,30-34,2011,566228
male,hispanic,30-34,2012,572695
male,hispanic,30-34,2013,576286
male,hispanic,30-34,2014,578859
male,hispanic,30-34,2015,579827
male,hispanic,30-34,2016,578585
male,hispanic,30-34,2017,577846
male,hispanic,30-34,2018,579412
male,hispanic,30-34,2019,583690
male,hispanic,30-34,2020,583977
male,hispanic,35-39,2000,1753343.7234909432
male,hispanic,35-39,2001,910689.0365866789
male,hispanic,35-39,2002,939726.253691321
male,hispanic,35-39,2003,965799.466822997
male,hispanic,35-39,2004,989627.6830478759
male,hispanic,35-39,2005,1007651.9660735
male,hispanic,35-39,2006,1025653.686090734
male,hispanic,35-39,2007,1045385.8023727828
male,hispanic,35-39,2008,1060882.571309059
male,hispanic,35-39,2009,1072857.163442931
male,hispanic,35-39,2010,1605968.157782883
male,hispanic,35-39,2011,534739
male,hispanic,35-39,2012,534713
male,hispanic,35-39,2013,533687
male,hispanic,35-39,2014,533756
male,hispanic,35-39,2015,535270
male,hispanic,35-39,2016,538670
male,hispanic,35-39,2017,545220
male,hispanic,35-39,2018,552645
male,hispanic,35-39,2019,558385
male,hispanic,35-39,2020,554219
male,hispanic,40-44,2000,1360162.929965407
male,hispanic,40-44,2001,718299.1144008869
male,hispanic,40-44,2002,753878.8105876141
male,hispanic,40-44,2003,789184.372240544
male,hispanic,40-44,2004,819697.1269731731
male,hispanic,40-44,2005,849110.1066142912
male,hispanic,40-44,2006,876417.7086812081
male,hispanic,40-44,2007,901286.613146613
male,hispanic,40-44,2008,924593.1465059209
male,hispanic,40-44,2009,964222.2234803971
male,hispanic,40-44,2010,1460481.9698378802
male,hispanic,40-44,2011,497627
male,hispanic,40-44,2012,503707
male,hispanic,40-44,2013,505708
male,hispanic,40-44,2014,505952
male,hispanic,40-44,2015,504802
male,hispanic,40-44,2016,502751
male,hispanic,40-44,2017,502347
male,hispanic,40-44,2018,503569
male,hispanic,40-44,2019,503593
male,hispanic,40-44,2020,484171
male,hispanic,45-49,2000,993698.4550269789
male,hispanic,45-49,2001,530459.5337936541
male,hispanic,45-49,2002,562851.169739251
male,hispanic,45-49,2003,598018.395834213
male,hispanic,45-49,2004,632553.3528388169
male,hispanic,45-49,2005,663203.7703334991
male,hispanic,45-49,2006,694090.310534897
male,hispanic,45-49,2007,726359.308378849
male,hispanic,45-49,2008,755398.5032480881
male,hispanic,45-49,2009,804806.390006539
male,hispanic,45-49,2010,1237250.101078079
male,hispanic,45-49,2011,424357
male,hispanic,45-49,2012,432560
male,hispanic,45-49,2013,437744
male,hispanic,45-49,2014,442573
male,hispanic,45-49,2015,448377
male,hispanic,45-49,2016,454490
male,hispanic,45-49,2017,461744
male,hispanic,45-49,2018,467905
male,hispanic,45-49,2019,468939
male,hispanic,45-49,2020,440018
male,hispanic,50-54,2000,698344.760300939
male,hispanic,50-54,2001,380855.074407882
male,hispanic,50-54,2002,407189.616117724
male,hispanic,50-54,2003,431567.84522752697
male,hispanic,50-54,2004,455153.395646914
male,hispanic,50-54,2005,479765.6310083739
male,hispanic,50-54,2006,507403.653604
male,hispanic,50-54,2007,537535.896433426
male,hispanic,50-54,2008,568686.893683243
male,hispanic,50-54,2009,626812.122197314
male,hispanic,50-54,2010,969120.705112139
male,hispanic,50-54,2011,337827
male,hispanic,50-54,2012,347913
male,hispanic,50-54,2013,354749
male,hispanic,50-54,2014,361229
male,hispanic,50-54,2015,368235
male,hispanic,50-54,2016,375945
male,hispanic,50-54,2017,385851
male,hispanic,50-54,2018,397479
male,hispanic,50-54,2019,409178
male,hispanic,50-54,2020,394377
male,hispanic,55-59,2000,477484.492346467
male,hispanic,55-59,2001,254197.654487844
male,hispanic,55-59,2002,270767.821375735
male,hispanic,55-59,2003,290948.213519919
male,hispanic,55-59,2004,312653.97251065297
male,hispanic,55-59,2005,334030.703410846
male,hispanic,55-59,2006,357263.57159803796
male,hispanic,55-59,2007,381205.32193990005
male,hispanic,55-59,2008,404011.8640532931
male,hispanic,55-59,2009,444115.990632638
male,hispanic,55-59,2010,693575.086696337
male,hispanic,55-59,2011,246184
male,hispanic,55-59,2012,256939
male,hispanic,55-59,2013,265373
male,hispanic,55-59,2014,273598
male,hispanic,55-59,2015,282366
male,hispanic,55-59,2016,291845
male,hispanic,55-59,2017,303677
male,hispanic,55-59,2018,317786
male,hispanic,55-59,2019,333239
male,hispanic,55-59,2020,330471
male,hispanic,60-64,2000,358598.11501375097
male,hispanic,60-64,2001,187270.44191096898
male,hispanic,60-64,2002,195414.57284529702
male,hispanic,60-64,2003,204481.021949758
male,hispanic,60-64,2004,214456.84117788798
male,hispanic,60-64,2005,225128.063876542
male,hispanic,60-64,2006,236817.233685899
male,hispanic,60-64,2007,250319.34167181005
male,hispanic,60-64,2008,266546.980000453
male,hispanic,60-64,2009,305219.50995743
male,hispanic,60-64,2010,479689.13138996996
male,hispanic,60-64,2011,170810
male,hispanic,60-64,2012,178499
male,hispanic,60-64,2013,183986
male,hispanic,60-64,2014,189527
male,hispanic,60-64,2015,196467
male,hispanic,60-64,2016,205455
male,hispanic,60-64,2017,217581
male,hispanic,60-64,2018,232282
male,hispanic,60-64,2019,248637
male,hispanic,60-64,2020,250388
male,hispanic,65-69,2000,278930.206900169
male,hispanic,65-69,2001,144050.31249108698
male,hispanic,65-69,2002,148321.598186653
male,hispanic,65-69,2003,153831.777129365
male,hispanic,65-69,2004,159898.492025505
male,hispanic,65-69,2005,166245.35126825498
male,hispanic,65-69,2006,172457.182830403
male,hispanic,65-69,2007,179159.415493741
male,hispanic,65-69,2008,185790.97763765202
male,hispanic,65-69,2009,202266.10659656502
male,hispanic,65-69,2010,314593.421837975
male,hispanic,65-69,2011,110175
male,hispanic,65-69,2012,114844
male,hispanic,65-69,2013,118798
male,hispanic,65-69,2014,123490
male,hispanic,65-69,2015,129180
male,hispanic,65-69,2016,135881
male,hispanic,65-69,2017,144487
male,hispanic,65-69,2018,155163
male,hispanic,65-69,2019,167820
male,hispanic,65-69,2020,170208
male,hispanic,70-74,2000,209446.977191619
male,hispanic,70-74,2001,111161.633125808
male,hispanic,70-74,2002,115985.364160675
male,hispanic,70-74,2003,120217.811768724
male,hispanic,70-74,2004,123665.029939411
male,hispanic,70-74,2005,126637.674901296
male,hispanic,70-74,2006,129660.86549692298
male,hispanic,70-74,2007,132747.053910519
male,hispanic,70-74,2008,136813.867222028
male,hispanic,70-74,2009,145862.999186509
male,hispanic,70-74,2010,225440.12577796
male,hispanic,70-74,2011,76863
male,hispanic,70-74,2012,77821
male,hispanic,70-74,2013,77916
male,hispanic,70-74,2014,78273
male,hispanic,70-74,2015,79640
male,hispanic,70-74,2016,82353
male,hispanic,70-74,2017,87562
male,hispanic,70-74,2018,95867
male,hispanic,70-74,2019,107103
male,hispanic,70-74,2020,110471
male,hispanic,75-79,2000,138175.948596756
male,hispanic,75-79,2001,74394.130697062
male,hispanic,75-79,2002,78532.694690016
male,hispanic,75-79,2003,82217.71938689599
male,hispanic,75-79,2004,85466.35221078798
male,hispanic,75-79,2005,88417.061928127
male,hispanic,75-79,2006,92456.95007502199
male,hispanic,75-79,2007,97107.02986698502
male,hispanic,75-79,2008,101282.14419938499
male,hispanic,75-79,2009,106895.276004192
male,hispanic,75-79,2010,162956.98739256797
male,hispanic,75-79,2011,54514
male,hispanic,75-79,2012,54480
male,hispanic,75-79,2013,53980
male,hispanic,75-79,2014,53676
male,hispanic,75-79,2015,53743
male,hispanic,75-79,2016,54297
male,hispanic,75-79,2017,56000
male,hispanic,75-79,2018,59305
male,hispanic,75-79,2019,64724
male,hispanic,75-79,2020,64525
male,hispanic,80-84,2000,61750.438834142
male,hispanic,80-84,2001,34597.652921782
male,hispanic,80-84,2002,38101.30703244101
male,hispanic,80-84,2003,42599.733957211996
male,hispanic,80-84,2004,46909.844809140995
male,hispanic,80-84,2005,51209.70153364201
male,hispanic,80-84,2006,54809.323586406004
male,hispanic,80-84,2007,58011.861275944
male,hispanic,80-84,2008,61131.39960816399
male,hispanic,80-84,2009,66215.885793466
male,hispanic,80-84,2010,102205.542887573
male,hispanic,80-84,2011,35800
male,hispanic,80-84,2012,36583
male,hispanic,80-84,2013,36680
male,hispanic,80-84,2014,36374
male,hispanic,80-84,2015,35980
male,hispanic,80-84,2016,35680
male,hispanic,80-84,2017,36055
male,hispanic,80-84,2018,37552
male,hispanic,80-84,2019,40390
male,hispanic,80-84,2020,39628
male,hispanic,85-89,2000,28769.608938998
male,hispanic,85-89,2001,15270.583642295998
male,hispanic,85-89,2002,16126.772910354
male,hispanic,85-89,2003,16753.371937352
male,hispanic,85-89,2004,17637.195691603
male,hispanic,85-89,2005,18835.789855097995
male,hispanic,85-89,2006,20580.125411344998
male,hispanic,85-89,2007,22504.160817574
male,hispanic,85-89,2008,24922.053569679996
male,hispanic,85-89,2009,31039.186186722996
male,hispanic,85-89,2010,50150.288015309
male,hispanic,85-89,2011,17648
male,hispanic,85-89,2012,18120
male,hispanic,85-89,2013,18239
male,hispanic,85-89,2014,18309
male,hispanic,85-89,2015,18604
male,hispanic,85-89,2016,19174
male,hispanic,85-89,2017,19994
male,hispanic,85-89,2018,20988
male,hispanic,85-89,2019,22036
male,hispanic,85-89,2020,21531
male,hispanic,90+,2000,12471.985413077
male,hispanic,90+,2001,5776.759816177
male,hispanic,90+,2002,6266.858359883001
male,hispanic,90+,2003,6845.480349637999
male,hispanic,90+,2004,7323.909469757001
male,hispanic,90+,2005,7680.397758922999
male,hispanic,90+,2006,8155.512122416001
male,hispanic,90+,2007,8598.076143875998
male,hispanic,90+,2008,9150.365542828
male,hispanic,90+,2009,10908.607081819999
male,hispanic,90+,2010,16836.101142001
male,hispanic,90+,2011,6456
male,hispanic,90+,2012,7059
male,hispanic,90+,2013,7675
male,hispanic,90+,2014,8292
male,hispanic,90+,2015,9012
male,hispanic,90+,2016,9512
male,hispanic,90+,2017,10163
male,hispanic,90+,2018,10732
male,hispanic,90+,2019,11352
male,hispanic,90+,2020,10858
male,white,0-4,2000,1994466.0934792021
male,white,0-4,2001,967513.7884999621
male,white,0-4,2002,950567.209830838
male,white,0-4,2003,939026.0396571431
male,white,0-4,2004,927735.9194808952
male,white,0-4,2005,911896.1473573521
male,white,0-4,2006,896051.879212436
male,white,0-4,2007,879814.117535234
male,white,0-4,2008,865245.9412937469
male,white,0-4,2009,833959.533895995
male,white,0-4,2010,1210810.005861727
male,white,0-4,2011,404874
male,white,0-4,2012,406983
male,white,0-4,2013,408763
male,white,0-4,2014,411959
male,white,0-4,2015,415967
male,white,0-4,2016,418347
male,white,0-4,2017,416310
male,white,0-4,2018,406525
male,white,0-4,2019,383879
male,white,0-4,2020,346742
male,white,5-9,2000,1962867.244734107
male,white,5-9,2001,941779.376238842
male,white,5-9,2002,913439.9957657439
male,white,5-9,2003,885657.014107434
male,white,5-9,2004,858888.745901572
male,white,5-9,2005,831135.1501222509
male,white,5-9,2006,806476.208954955
male,white,5-9,2007,787653.1338255531
male,white,5-9,2008,768894.2051514079
male,white,5-9,2009,734917.209220343
male,white,5-9,2010,1065312.6104279668
male,white,5-9,2011,343150
male,white,5-9,2012,332762
male,white,5-9,2013,320373
male,white,5-9,2014,308462
male,white,5-9,2015,298510
male,white,5-9,2016,291919
male,white,5-9,2017,291881
male,white,5-9,2018,297041
male,white,5-9,2019,300249
male,white,5-9,2020,300011
male,white,10-14,2000,1975507.204384546
male,white,10-14,2001,994064.486550382
male,white,10-14,2002,996713.5591893459
male,white,10-14,2003,985591.8718254471
male,white,10-14,2004,966320.354457325
male,white,10-14,2005,938928.7499512418
male,white,10-14,2006,914043.144159472
male,white,10-14,2007,888538.8433491508
male,white,10-14,2008,865123.0249922329
male,white,10-14,2009,807822.8801717821
male,white,10-14,2010,1166768.023828413
male,white,10-14,2011,375476
male,white,10-14,2012,363721
male,white,10-14,2013,350451
male,white,10-14,2014,336996
male,white,10-14,2015,323784
male,white,10-14,2016,311948
male,white,10-14,2017,304107
male,white,10-14,2018,302234
male,white,10-14,2019,308083
male,white,10-14,2020,324253
male,white,15-19,2000,1884181.202704346
male,white,15-19,2001,943735.0191651259
male,white,15-19,2002,956445.0918091668
male,white,15-19,2003,977147.3892232709
male,white,15-19,2004,989525.2632103981
male,white,15-19,2005,992907.5533577718
male,white,15-19,2006,987587.822659377
male,white,15-19,2007,977781.082749676
male,white,15-19,2008,961131.759030827
male,white,15-19,2009,921059.2986826859
male,white,15-19,2010,1374178.1051883812
male,white,15-19,2011,438248
male,white,15-19,2012,422717
male,white,15-19,2013,406873
male,white,15-19,2014,392094
male,white,15-19,2015,378756
male,white,15-19,2016,366722
male,white,15-19,2017,356774
male,white,15-19,2018,349068
male,white,15-19,2019,344513
male,white,15-19,2020,344854
male,white,20-24,2000,1758952.2073710747
male,white,20-24,2001,892893.4534954631
male,white,20-24,2002,916301.909096963
male,white,20-24,2003,939401.1067794368
male,white,20-24,2004,960493.632917884
male,white,20-24,2005,975300.4215158499
male,white,20-24,2006,992544.060035564
male,white,20-24,2007,1004856.1495706061
male,white,20-24,2008,1011619.295970155
male,white,20-24,2009,988754.6439229249
male,white,20-24,2010,1461390.057936463
male,white,20-24,2011,483140
male,white,20-24,2012,477382
male,white,20-24,2013,469378
male,white,20-24,2014,459350
male,white,20-24,2015,446601
male,white,20-24,2016,431561
male,white,20-24,2017,416311
male,white,20-24,2018,401970
male,white,20-24,2019,388720
male,white,20-24,2020,378754
male,white,25-29,2000,2081127.7026485521
male,white,25-29,2001,984849.1752203761
male,white,25-29,2002,941932.322923795
male,white,25-29,2003,918248.6179970892
male,white,25-29,2004,910732.0453834787
male,white,25-29,2005,911806.9206772742
male,white,25-29,2006,920306.250968126
male,white,25-29,2007,938826.767037388
male,white,25-29,2008,962096.491601861
male,white,25-29,2009,994008.4597057439
male,white,25-29,2010,1493414.0389274
male,white,25-29,2011,499122
male,white,25-29,2012,498899
male,white,25-29,2013,496699
male,white,25-29,2014,493376
male,white,25-29,2015,488738
male,white,25-29,2016,483811
male,white,25-29,2017,478813
male,white,25-29,2018,474303
male,white,25-29,2019,472543
male,white,25-29,2020,472670
male,white,30-34,2000,2365767.747897721
male,white,30-34,2001,1160593.859846714
male,white,30-34,2002,1141008.564430359
male,white,30-34,2003,1111960.912028126
male,white,30-34,2004,1072150.3933936222
male,white,30-34,2005,1024582.054447362
male,white,30-34,2006,975481.9096376798
male,white,30-34,2007,933569.860959034
male,white,30-34,2008,903460.696007166
male,white,30-34,2009,891854.128707701
male,white,30-34,2010,1332514.298161916
male,white,30-34,2011,462377
male,white,30-34,2012,477191
male,white,30-34,2013,491915
male,white,30-34,2014,505284
male,white,30-34,2015,514323
male,white,30-34,2016,518070
male,white,30-34,2017,517141
male,white,30-34,2018,512447
male,white,30-34,2019,506842
male,white,30-34,2020,496661
male,white,35-39,2000,2810914.898265047
male,white,35-39,2001,1358753.057561364
male,white,35-39,2002,1309046.962925605
male,white,35-39,2003,1253928.9662860502
male,white,35-39,2004,1201201.952908116
male,white,35-39,2005,1150859.2974272678
male,white,35-39,2006,1114728.614866044
male,white,35-39,2007,1095090.49348818
male,white,35-39,2008,1077914.616033102
male,white,35-39,2009,1011522.5464826509
male,white,35-39,2010,1451598.648883782
male,white,35-39,2011,463618
male,white,35-39,2012,453790
male,white,35-39,2013,449111
male,white,35-39,2014,451420
male,white,35-39,2015,459384
male,white,35-39,2016,470282
male,white,35-39,2017,482038
male,white,35-39,2018,490848
male,white,35-39,2019,491467
male,white,35-39,2020,476714
male,white,40-44,2000,2812276.8070844533
male,white,40-44,2001,1410328.718287379
male,white,40-44,2002,1413830.141998345
male,white,40-44,2003,1406951.595888697
male,white,40-44,2004,1388549.7453384558
male,white,40-44,2005,1361019.51105039
male,white,40-44,2006,1323405.390939212
male,white,40-44,2007,1275178.3892640062
male,white,40-44,2008,1218963.8555299272
male,white,40-44,2009,1112313.217609018
male,white,40-44,2010,1596236.45645574
male,white,40-44,2011,523126
male,white,40-44,2012,514198
male,white,40-44,2013,502680
male,white,40-44,2014,488912
male,white,40-44,2015,472736
male,white,40-44,2016,456168
male,white,40-44,2017,442508
male,white,40-44,2018,433659
male,white,40-44,2019,428233
male,white,40-44,2020,418804
male,white,45-49,2000,2575309.070299274
male,white,45-49,2001,1299418.9641300929
male,white,45-49,2002,1321496.333395929
male,white,45-49,2003,1341443.505731276
male,white,45-49,2004,1356874.3926041862
male,white,45-49,2005,1361004.9074869608
male,white,45-49,2006,1361834.629276326
male,white,45-49,2007,1361331.047806706
male,white,45-49,2008,1354015.756620039
male,white,45-49,2009,1305220.268340541
male,white,45-49,2010,1909179.5779534779
male,white,45-49,2011,609363
male,white,45-49,2012,586701
male,white,45-49,2013,562412
male,white,45-49,2014,539320
male,white,45-49,2015,519936
male,white,45-49,2016,505345
male,white,45-49,2017,495106
male,white,45-49,2018,484657
male,white,45-49,2019,469451
male,white,45-49,2020,452119
male,white,50-54,2000,2301108.7078583906
male,white,50-54,2001,1194948.514314671
male,white,50-54,2002,1224931.288421508
male,white,50-54,2003,1226497.444701382
male,white,50-54,2004,1227157.727646239
male,white,50-54,2005,1234070.359083041
male,white,50-54,2006,1246049.0135420598
male,white,50-54,2007,1262270.78101304
male,white,50-54,2008,1278701.0142262462
male,white,50-54,2009,1293501.7801691368
male,white,50-54,2010,1922328.4701844482
male,white,50-54,2011,641291
male,white,50-54,2012,637743
male,white,50-54,2013,629537
male,white,50-54,2014,618127
male,white,50-54,2015,602893
male,white,50-54,2016,583782
male,white,50-54,2017,561801
male,white,50-54,2018,538431
male,white,50-54,2019,514333
male,white,50-54,2020,489151
male,white,55-59,2000,1718869.656059273
male,white,55-59,2001,889384.961216046
male,white,55-59,2002,927501.127532478
male,white,55-59,2003,987255.279550568
male,white,55-59,2004,1037160.9528374169
male,white,55-59,2005,1073673.471308637
male,white,55-59,2006,1109952.819172339
male,white,55-59,2007,1141859.7175830458
male,white,55-59,2008,1159007.218222137
male,white,55-59,2009,1151014.7947414732
male,white,55-59,2010,1726787.0532181407
male,white,55-59,2011,586400
male,white,55-59,2012,593364
male,white,55-59,2013,597857
male,white,55-59,2014,601193
male,white,55-59,2015,602133
male,white,55-59,2016,600722
male,white,55-59,2017,598078
male,white,55-59,2018,591357
male,white,55-59,2019,577315
male,white,55-59,2020,560672
male,white,60-64,2000,1324466.6735835401
male,white,60-64,2001,671013.6322317361
male,white,60-64,2002,688566.426976099
male,white,60-64,2003,714180.6905507271
male,white,60-64,2004,746420.2598566221
male,white,60-64,2005,777595.6090089451
male,white,60-64,2006,805676.6747486162
male,white,60-64,2007,836791.6962593779
male,white,60-64,2008,877525.7302270879
male,white,60-64,2009,972443.207485445
male,white,60-64,2010,1487533.845542055
male,white,60-64,2011,512776
male,white,60-64,2012,520711
male,white,60-64,2013,521797
male,white,60-64,2014,520505
male,white,60-64,2015,521385
male,white,60-64,2016,525613
male,white,60-64,2017,532492
male,white,60-64,2018,539153
male,white,60-64,2019,539890
male,white,60-64,2020,536593
male,white,65-69,2000,1170487.42097573
male,white,65-69,2001,574992.99855636
male,white,65-69,2002,571355.238067119
male,white,65-69,2003,572736.756975921
male,white,65-69,2004,580361.968778856
male,white,65-69,2005,589721.489202554
male,white,65-69,2006,600624.2644528081
male,white,65-69,2007,612769.756992549
male,white,65-69,2008,629323.065653806
male,white,65-69,2009,683542.5036848779
male,white,65-69,2010,1050345.126629427
male,white,65-69,2011,367312
male,white,65-69,2012,382117
male,white,65-69,2013,396748
male,white,65-69,2014,411663
male,white,65-69,2015,424431
male,white,65-69,2016,434635
male,white,65-69,2017,444406
male,white,65-69,2018,451146
male,white,65-69,2019,452855
male,white,65-69,2020,454384
male,white,70-74,2000,1061712.364786817
male,white,70-74,2001,524162.06538726104
male,white,70-74,2002,523014.987122766
male,white,70-74,2003,520580.873554733
male,white,70-74,2004,515566.874657564
male,white,70-74,2005,509642.3299853249
male,white,70-74,2006,503740.233832537
male,white,70-74,2007,499326.87154179096
male,white,70-74,2008,497437.79203013505
male,white,70-74,2009,505214.692190356
male,white,70-74,2010,764787.630093592
male,white,70-74,2011,258908
male,white,70-74,2012,262677
male,white,70-74,2013,266182
male,white,70-74,2014,271804
male,white,70-74,2015,280193
male,white,70-74,2016,290628
male,white,70-74,2017,305663
male,white,70-74,2018,326498
male,white,70-74,2019,349329
male,white,70-74,2020,370435
male,white,75-79,2000,901758.979653533
male,white,75-79,2001,450748.15593683603
male,white,75-79,2002,445079.59033190296
male,white,75-79,2003,437624.87383872905
male,white,75-79,2004,432740.4855670751
male,white,75-79,2005,426847.87344974704
male,white,75-79,2006,423372.212868621
male,white,75-79,2007,422467.211479398
male,white,75-79,2008,422364.11691916804
male,white,75-79,2009,415798.332202577
male,white,75-79,2010,612775.887017676
male,white,75-79,2011,199369
male,white,75-79,2012,195448
male,white,75-79,2013,190838
male,white,75-79,2014,187349
male,white,75-79,2015,186146
male,white,75-79,2016,186910
male,white,75-79,2017,191693
male,white,75-79,2018,201894
male,white,75-79,2019,218368
male,white,75-79,2020,238556
male,white,80-84,2000,541946.9670049879
male,white,80-84,2001,280639.350949678
male,white,80-84,2002,292661.47005262604
male,white,80-84,2003,304028.94899771904
male,white,80-84,2004,310429.406910265
male,white,80-84,2005,314816.93798206805
male,white,80-84,2006,316721.50874606904
male,white,80-84,2007,314790.042630641
male,white,80-84,2008,311074.16647011996
male,white,80-84,2009,306044.30680573004
male,white,80-84,2010,452989.202971719
male,white,80-84,2011,149675
male,white,80-84,2012,147477
male,white,80-84,2013,143785
male,white,80-84,2014,139380
male,white,80-84,2015,134740
male,white,80-84,2016,130555
male,white,80-84,2017,128715
male,white,80-84,2018,130121
male,white,80-84,2019,135341
male,white,80-84,2020,145385
male,white,85-89,2000,242807.229873351
male,white,85-89,2001,128955.33661797197
male,white,85-89,2002,135350.611076158
male,white,85-89,2003,140313.225064122
male,white,85-89,2004,144614.51207361
male,white,85-89,2005,148562.633573253
male,white,85-89,2006,153027.189630013
male,white,85-89,2007,159595.723569947
male,white,85-89,2008,166687.279420296
male,white,85-89,2009,176523.359029203
male,white,85-89,2010,268465.8616225
male,white,85-89,2011,88520
male,white,85-89,2012,86802
male,white,85-89,2013,84263
male,white,85-89,2014,81829
male,white,85-89,2015,79719
male,white,85-89,2016,78217
male,white,85-89,2017,77687
male,white,85-89,2018,77912
male,white,85-89,2019,78686
male,white,85-89,2020,83388
male,white,90+,2000,78040.57157444402
male,white,90+,2001,37974.541273223
male,white,90+,2002,41566.267083145
male,white,90+,2003,45927.05481444099
male,white,90+,2004,49586.254247916
male,white,90+,2005,52765.336077618
male,white,90+,2006,56220.356545995
male,white,90+,2007,58539.317062726004
male,white,90+,2008,60998.010158900994
male,white,90+,2009,64931.47998112601
male,white,90+,2010,99738.438344317
male,white,90+,2011,34993
male,white,90+,2012,35670
male,white,90+,2013,36353
male,white,90+,2014,36977
male,white,90+,2015,37793
male,white,90+,2016,38341
male,white,90+,2017,39045
male,white,90+,2018,39748
male,white,90+,2019,40420
male,white,90+,2020,42543
