"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"20-24 years","20-24","2010","2010","Male","M","Black or African American","2054-5",115,97568,117.9
,"20-24 years","20-24","2010","2010","Male","M","White","2106-3",21,504159,4.2
,"20-24 years","20-24","2011","2011","Male","M","Black or African American","2054-5",109,104082,104.7
,"20-24 years","20-24","2011","2011","Male","M","White","2106-3",22,513984,4.3
,"20-24 years","20-24","2012","2012","Female","F","Black or African American","2054-5",12,100851,Unreliable
,"20-24 years","20-24","2012","2012","Male","M","Black or African American","2054-5",105,107850,97.4
,"20-24 years","20-24","2012","2012","Male","M","White","2106-3",23,515994,4.5
,"20-24 years","20-24","2013","2013","Female","F","Black or African American","2054-5",12,101267,Unreliable
,"20-24 years","20-24","2013","2013","Male","M","Black or African American","2054-5",133,108940,122.1
,"20-24 years","20-24","2013","2013","Male","M","White","2106-3",34,508760,6.7
,"20-24 years","20-24","2014","2014","Male","M","Black or African American","2054-5",105,110396,95.1
,"20-24 years","20-24","2014","2014","Male","M","White","2106-3",25,498771,5.0
,"20-24 years","20-24","2015","2015","Male","M","Black or African American","2054-5",102,109089,93.5
,"20-24 years","20-24","2015","2015","Male","M","White","2106-3",34,483006,7.0
,"20-24 years","20-24","2016","2016","Female","F","White","2106-3",12,416039,Unreliable
,"20-24 years","20-24","2016","2016","Male","M","Black or African American","2054-5",98,104443,93.8
,"20-24 years","20-24","2016","2016","Male","M","White","2106-3",27,463658,5.8
,"20-24 years","20-24","2017","2017","Female","F","White","2106-3",11,402717,Unreliable
,"20-24 years","20-24","2017","2017","Male","M","Black or African American","2054-5",82,101209,81.0
,"20-24 years","20-24","2017","2017","Male","M","White","2106-3",20,445513,4.5
,"25-29 years","25-29","1999","1999","Female","F","White","2106-3",10,495743,Unreliable
,"25-29 years","25-29","1999","1999","Male","M","Black or African American","2054-5",68,81895,83.0
,"25-29 years","25-29","1999","1999","Male","M","White","2106-3",29,517676,5.6
,"25-29 years","25-29","2000","2000","Female","F","Black or African American","2054-5",12,81564,Unreliable
,"25-29 years","25-29","2000","2000","Female","F","White","2106-3",14,479018,Unreliable
,"25-29 years","25-29","2000","2000","Male","M","Black or African American","2054-5",89,80698,110.3
,"25-29 years","25-29","2000","2000","Male","M","White","2106-3",30,501861,6.0
,"25-29 years","25-29","2001","2001","Female","F","Black or African American","2054-5",15,77980,Unreliable
,"25-29 years","25-29","2001","2001","Male","M","Black or African American","2054-5",102,77095,132.3
,"25-29 years","25-29","2001","2001","Male","M","White","2106-3",43,478598,9.0
,"25-29 years","25-29","2002","2002","Female","F","White","2106-3",16,443804,Unreliable
,"25-29 years","25-29","2002","2002","Male","M","Black or African American","2054-5",114,75667,150.7
,"25-29 years","25-29","2002","2002","Male","M","White","2106-3",41,468589,8.7
,"25-29 years","25-29","2003","2003","Female","F","White","2106-3",11,443886,Unreliable
,"25-29 years","25-29","2003","2003","Male","M","Black or African American","2054-5",112,75125,149.1
,"25-29 years","25-29","2003","2003","Male","M","White","2106-3",36,465259,7.7
,"25-29 years","25-29","2004","2004","Male","M","Black or African American","2054-5",120,76455,157.0
,"25-29 years","25-29","2004","2004","Male","M","White","2106-3",35,471896,7.4
,"25-29 years","25-29","2005","2005","Female","F","Black or African American","2054-5",17,80361,Unreliable
,"25-29 years","25-29","2005","2005","Female","F","White","2106-3",10,460650,Unreliable
,"25-29 years","25-29","2005","2005","Male","M","Black or African American","2054-5",111,77880,142.5
,"25-29 years","25-29","2005","2005","Male","M","White","2106-3",27,478282,5.6
,"25-29 years","25-29","2006","2006","Female","F","Black or African American","2054-5",14,81449,Unreliable
,"25-29 years","25-29","2006","2006","Male","M","Black or African American","2054-5",110,79913,137.6
,"25-29 years","25-29","2006","2006","Male","M","White","2106-3",41,490367,8.4
,"25-29 years","25-29","2007","2007","Male","M","Black or African American","2054-5",83,81256,102.1
,"25-29 years","25-29","2007","2007","Male","M","White","2106-3",40,496400,8.1
,"25-29 years","25-29","2008","2008","Male","M","Black or African American","2054-5",92,82802,111.1
,"25-29 years","25-29","2008","2008","Male","M","White","2106-3",27,506778,5.3
,"25-29 years","25-29","2009","2009","Female","F","White","2106-3",17,483863,Unreliable
,"25-29 years","25-29","2009","2009","Male","M","Black or African American","2054-5",70,83768,83.6
,"25-29 years","25-29","2009","2009","Male","M","White","2106-3",22,512689,4.3
,"25-29 years","25-29","2010","2010","Male","M","Black or African American","2054-5",73,84402,86.5
,"25-29 years","25-29","2010","2010","Male","M","White","2106-3",30,513800,5.8
,"25-29 years","25-29","2011","2011","Female","F","Black or African American","2054-5",12,83519,Unreliable
,"25-29 years","25-29","2011","2011","Male","M","Black or African American","2054-5",76,86822,87.5
,"25-29 years","25-29","2011","2011","Male","M","White","2106-3",35,517232,6.8
,"25-29 years","25-29","2012","2012","Male","M","Black or African American","2054-5",87,88714,98.1
,"25-29 years","25-29","2012","2012","Male","M","White","2106-3",31,519735,6.0
,"25-29 years","25-29","2013","2013","Male","M","Black or African American","2054-5",59,92342,63.9
,"25-29 years","25-29","2013","2013","Male","M","White","2106-3",32,526325,6.1
,"25-29 years","25-29","2014","2014","Female","F","Black or African American","2054-5",11,92868,Unreliable
,"25-29 years","25-29","2014","2014","Male","M","Black or African American","2054-5",94,98496,95.4
,"25-29 years","25-29","2014","2014","Male","M","White","2106-3",38,538045,7.1
,"25-29 years","25-29","2015","2015","Female","F","White","2106-3",11,508562,Unreliable
,"25-29 years","25-29","2015","2015","Male","M","Black or African American","2054-5",92,104800,87.8
,"25-29 years","25-29","2015","2015","Male","M","White","2106-3",32,550272,5.8
,"25-29 years","25-29","2016","2016","Female","F","Black or African American","2054-5",13,100666,Unreliable
,"25-29 years","25-29","2016","2016","Male","M","Black or African American","2054-5",93,108461,85.7
,"25-29 years","25-29","2016","2016","Male","M","White","2106-3",32,554048,5.8
,"25-29 years","25-29","2017","2017","Male","M","Black or African American","2054-5",67,112917,59.3
,"25-29 years","25-29","2017","2017","Male","M","White","2106-3",22,550941,4.0
,"30-34 years","30-34","1999","1999","Female","F","White","2106-3",13,580844,Unreliable
,"30-34 years","30-34","1999","1999","Male","M","Black or African American","2054-5",49,94080,52.1
,"30-34 years","30-34","1999","1999","Male","M","White","2106-3",29,606405,4.8
,"30-34 years","30-34","2000","2000","Female","F","White","2106-3",15,563325,Unreliable
,"30-34 years","30-34","2000","2000","Male","M","Black or African American","2054-5",67,91219,73.4
,"30-34 years","30-34","2000","2000","Male","M","White","2106-3",37,590356,6.3
,"30-34 years","30-34","2001","2001","Female","F","White","2106-3",15,557522,Unreliable
,"30-34 years","30-34","2001","2001","Male","M","Black or African American","2054-5",79,89825,87.9
,"30-34 years","30-34","2001","2001","Male","M","White","2106-3",43,586075,7.3
,"30-34 years","30-34","2002","2002","Female","F","Black or African American","2054-5",11,88399,Unreliable
,"30-34 years","30-34","2002","2002","Female","F","White","2106-3",12,541343,Unreliable
,"30-34 years","30-34","2002","2002","Male","M","Black or African American","2054-5",92,88080,104.5
,"30-34 years","30-34","2002","2002","Male","M","White","2106-3",35,570768,6.1
,"30-34 years","30-34","2003","2003","Female","F","Black or African American","2054-5",10,85947,Unreliable
,"30-34 years","30-34","2003","2003","Female","F","White","2106-3",13,521197,Unreliable
,"30-34 years","30-34","2003","2003","Male","M","Black or African American","2054-5",80,85323,93.8
,"30-34 years","30-34","2003","2003","Male","M","White","2106-3",36,548331,6.6
,"30-34 years","30-34","2004","2004","Female","F","Black or African American","2054-5",10,83054,Unreliable
,"30-34 years","30-34","2004","2004","Female","F","White","2106-3",10,493900,Unreliable
,"30-34 years","30-34","2004","2004","Male","M","Black or African American","2054-5",91,82483,110.3
,"30-34 years","30-34","2004","2004","Male","M","White","2106-3",27,522670,5.2
,"30-34 years","30-34","2005","2005","Female","F","Black or African American","2054-5",10,78324,Unreliable
,"30-34 years","30-34","2005","2005","Male","M","Black or African American","2054-5",78,78238,99.7
,"30-34 years","30-34","2005","2005","Male","M","White","2106-3",21,490228,4.3
,"30-34 years","30-34","2006","2006","Female","F","Black or African American","2054-5",10,74912,Unreliable
,"30-34 years","30-34","2006","2006","Male","M","Black or African American","2054-5",74,75252,98.3
,"30-34 years","30-34","2006","2006","Male","M","White","2106-3",23,464104,5.0
,"30-34 years","30-34","2007","2007","Female","F","Black or African American","2054-5",10,73778,Unreliable
,"30-34 years","30-34","2007","2007","Male","M","Black or African American","2054-5",75,74149,101.1
,"30-34 years","30-34","2007","2007","Male","M","White","2106-3",37,452712,8.2
,"30-34 years","30-34","2008","2008","Male","M","Black or African American","2054-5",62,74513,83.2
,"30-34 years","30-34","2008","2008","Male","M","White","2106-3",19,452424,Unreliable
,"30-34 years","30-34","2009","2009","Male","M","Black or African American","2054-5",63,75986,82.9
,"30-34 years","30-34","2009","2009","Male","M","White","2106-3",27,460693,5.9
,"30-34 years","30-34","2010","2010","Male","M","Black or African American","2054-5",54,77616,69.6
,"30-34 years","30-34","2010","2010","Male","M","White","2106-3",25,467414,5.3
,"30-34 years","30-34","2011","2011","Female","F","White","2106-3",12,451385,Unreliable
,"30-34 years","30-34","2011","2011","Male","M","Black or African American","2054-5",53,80027,66.2
,"30-34 years","30-34","2011","2011","Male","M","White","2106-3",23,482801,4.8
,"30-34 years","30-34","2012","2012","Male","M","Black or African American","2054-5",72,81830,88.0
,"30-34 years","30-34","2012","2012","Male","M","White","2106-3",26,495771,5.2
,"30-34 years","30-34","2013","2013","Male","M","Black or African American","2054-5",60,83336,72.0
,"30-34 years","30-34","2013","2013","Male","M","White","2106-3",35,509163,6.9
,"30-34 years","30-34","2014","2014","Male","M","Black or African American","2054-5",56,85358,65.6
,"30-34 years","30-34","2014","2014","Male","M","White","2106-3",21,517299,4.1
,"30-34 years","30-34","2015","2015","Female","F","White","2106-3",13,485234,Unreliable
,"30-34 years","30-34","2015","2015","Male","M","Black or African American","2054-5",56,87039,64.3
,"30-34 years","30-34","2015","2015","Male","M","White","2106-3",36,522082,6.9
