"Notes","Year","Year Code","Race","Race Code","Sex","Sex Code","Five-Year Age Groups","Five-Year Age Groups Code",Deaths,Population,Crude Rate
,"2002","2002","Black or African American","2054-5","Male","M","75-79 years","75-79",1041,14832,7018.6
,"2002","2002","Black or African American","2054-5","Male","M","80-84 years","80-84",878,8725,10063.0
,"2002","2002","Black or African American","2054-5","Male","M","85-89 years","85-89",580,Not Applicable,Not Applicable
,"2002","2002","Black or African American","2054-5","Male","M","90-94 years","90-94",269,Not Applicable,Not Applicable
,"2002","2002","Black or African American","2054-5","Male","M","95-99 years","95-99",85,Not Applicable,Not Applicable
,"2002","2002","Black or African American","2054-5","Male","M","100+ years","100+",19,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Female","F","< 1 year","1",359,79715,450.4
,"2002","2002","White","2106-3","Female","F","1-4 years","1-4",69,317689,21.7
,"2002","2002","White","2106-3","Female","F","5-9 years","5-9",49,433108,11.3
,"2002","2002","White","2106-3","Female","F","10-14 years","10-14",69,496407,13.9
,"2002","2002","White","2106-3","Female","F","15-19 years","15-19",187,467002,40.0
,"2002","2002","White","2106-3","Female","F","20-24 years","20-24",189,465698,40.6
,"2002","2002","White","2106-3","Female","F","25-29 years","25-29",201,443804,45.3
,"2002","2002","White","2106-3","Female","F","30-34 years","30-34",378,541343,69.8
,"2002","2002","White","2106-3","Female","F","35-39 years","35-39",623,608907,102.3
,"2002","2002","White","2106-3","Female","F","40-44 years","40-44",1156,689963,167.5
,"2002","2002","White","2106-3","Female","F","45-49 years","45-49",1709,676915,252.5
,"2002","2002","White","2106-3","Female","F","50-54 years","50-54",2222,626582,354.6
,"2002","2002","White","2106-3","Female","F","55-59 years","55-59",2837,530569,534.7
,"2002","2002","White","2106-3","Female","F","60-64 years ","60-64",3581,391729,914.2
,"2002","2002","White","2106-3","Female","F","65-69 years","65-69",4638,330410,1403.7
,"2002","2002","White","2106-3","Female","F","70-74 years","70-74",7331,320680,2286.1
,"2002","2002","White","2106-3","Female","F","75-79 years","75-79",11370,321656,3534.8
,"2002","2002","White","2106-3","Female","F","80-84 years","80-84",15259,251157,6075.5
,"2002","2002","White","2106-3","Female","F","85-89 years","85-89",15939,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Female","F","90-94 years","90-94",11980,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Female","F","95-99 years","95-99",5154,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Female","F","100+ years","100+",1159,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Male","M","< 1 year","1",506,84224,600.8
,"2002","2002","White","2106-3","Male","M","1-4 years","1-4",94,334942,28.1
,"2002","2002","White","2106-3","Male","M","5-9 years","5-9",61,458404,13.3
,"2002","2002","White","2106-3","Male","M","10-14 years","10-14",92,523807,17.6
,"2002","2002","White","2106-3","Male","M","15-19 years","15-19",369,500237,73.8
,"2002","2002","White","2106-3","Male","M","20-24 years","20-24",515,491070,104.9
,"2002","2002","White","2106-3","Male","M","25-29 years","25-29",483,468589,103.1
,"2002","2002","White","2106-3","Male","M","30-34 years","30-34",706,570768,123.7
,"2002","2002","White","2106-3","Male","M","35-39 years","35-39",1188,636915,186.5
,"2002","2002","White","2106-3","Male","M","40-44 years","40-44",1998,716178,279.0
,"2002","2002","White","2106-3","Male","M","45-49 years","45-49",2886,686579,420.3
,"2002","2002","White","2106-3","Male","M","50-54 years","50-54",3733,623243,599.0
,"2002","2002","White","2106-3","Male","M","55-59 years","55-59",4461,520155,857.6
,"2002","2002","White","2106-3","Male","M","60-64 years ","60-64",4994,372142,1342.0
,"2002","2002","White","2106-3","Male","M","65-69 years","65-69",6230,298690,2085.8
,"2002","2002","White","2106-3","Male","M","70-74 years","70-74",8835,272558,3241.5
,"2002","2002","White","2106-3","Male","M","75-79 years","75-79",11961,233329,5126.2
,"2002","2002","White","2106-3","Male","M","80-84 years","80-84",13611,167001,8150.3
,"2002","2002","White","2106-3","Male","M","85-89 years","85-89",11169,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Male","M","90-94 years","90-94",5588,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Male","M","95-99 years","95-99",1600,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Male","M","100+ years","100+",241,Not Applicable,Not Applicable
,"2002","2002","White","2106-3","Male","M","Not Stated","NS",21,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Female","F","< 1 year","1",162,15785,1026.3
,"2003","2003","Black or African American","2054-5","Female","F","1-4 years","1-4",30,66210,45.3
,"2003","2003","Black or African American","2054-5","Female","F","5-9 years","5-9",Suppressed,94286,Suppressed
,"2003","2003","Black or African American","2054-5","Female","F","10-14 years","10-14",16,108880,Unreliable
,"2003","2003","Black or African American","2054-5","Female","F","15-19 years","15-19",41,94857,43.2
,"2003","2003","Black or African American","2054-5","Female","F","20-24 years","20-24",67,84392,79.4
,"2003","2003","Black or African American","2054-5","Female","F","25-29 years","25-29",59,77111,76.5
,"2003","2003","Black or African American","2054-5","Female","F","30-34 years","30-34",109,85947,126.8
,"2003","2003","Black or African American","2054-5","Female","F","35-39 years","35-39",173,93002,186.0
,"2003","2003","Black or African American","2054-5","Female","F","40-44 years","40-44",302,98959,305.2
,"2003","2003","Black or African American","2054-5","Female","F","45-49 years","45-49",460,87310,526.9
,"2003","2003","Black or African American","2054-5","Female","F","50-54 years","50-54",583,73856,789.4
,"2003","2003","Black or African American","2054-5","Female","F","55-59 years","55-59",592,56189,1053.6
,"2003","2003","Black or African American","2054-5","Female","F","60-64 years ","60-64",597,43791,1363.3
,"2003","2003","Black or African American","2054-5","Female","F","65-69 years","65-69",693,35636,1944.7
,"2003","2003","Black or African American","2054-5","Female","F","70-74 years","70-74",779,27689,2813.4
,"2003","2003","Black or African American","2054-5","Female","F","75-79 years","75-79",1064,22558,4716.7
,"2003","2003","Black or African American","2054-5","Female","F","80-84 years","80-84",1138,15768,7217.1
,"2003","2003","Black or African American","2054-5","Female","F","85-89 years","85-89",1002,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Female","F","90-94 years","90-94",716,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Female","F","95-99 years","95-99",313,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Female","F","100+ years","100+",91,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Male","M","< 1 year","1",222,16884,1314.9
,"2003","2003","Black or African American","2054-5","Male","M","1-4 years","1-4",37,68378,54.1
,"2003","2003","Black or African American","2054-5","Male","M","5-9 years","5-9",27,97588,27.7
,"2003","2003","Black or African American","2054-5","Male","M","10-14 years","10-14",36,113365,31.8
,"2003","2003","Black or African American","2054-5","Male","M","15-19 years","15-19",162,100149,161.8
,"2003","2003","Black or African American","2054-5","Male","M","20-24 years","20-24",233,87741,265.6
,"2003","2003","Black or African American","2054-5","Male","M","25-29 years","25-29",212,75125,282.2
,"2003","2003","Black or African American","2054-5","Male","M","30-34 years","30-34",223,85323,261.4
,"2003","2003","Black or African American","2054-5","Male","M","35-39 years","35-39",312,91686,340.3
,"2003","2003","Black or African American","2054-5","Male","M","40-44 years","40-44",460,97104,473.7
,"2003","2003","Black or African American","2054-5","Male","M","45-49 years","45-49",644,84057,766.1
,"2003","2003","Black or African American","2054-5","Male","M","50-54 years","50-54",842,67511,1247.2
,"2003","2003","Black or African American","2054-5","Male","M","55-59 years","55-59",790,49612,1592.4
,"2003","2003","Black or African American","2054-5","Male","M","60-64 years ","60-64",816,37375,2183.3
,"2003","2003","Black or African American","2054-5","Male","M","65-69 years","65-69",890,30519,2916.2
,"2003","2003","Black or African American","2054-5","Male","M","70-74 years","70-74",943,21450,4396.3
,"2003","2003","Black or African American","2054-5","Male","M","75-79 years","75-79",1027,14932,6877.8
,"2003","2003","Black or African American","2054-5","Male","M","80-84 years","80-84",947,9055,10458.3
,"2003","2003","Black or African American","2054-5","Male","M","85-89 years","85-89",565,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Male","M","90-94 years","90-94",251,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Male","M","95-99 years","95-99",67,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Male","M","100+ years","100+",14,Not Applicable,Not Applicable
,"2003","2003","Black or African American","2054-5","Male","M","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Female","F","< 1 year","1",318,81311,391.1
,"2003","2003","White","2106-3","Female","F","1-4 years","1-4",70,313442,22.3
,"2003","2003","White","2106-3","Female","F","5-9 years","5-9",57,417002,13.7
,"2003","2003","White","2106-3","Female","F","10-14 years","10-14",67,489444,13.7
,"2003","2003","White","2106-3","Female","F","15-19 years","15-19",176,470105,37.4
,"2003","2003","White","2106-3","Female","F","20-24 years","20-24",203,473605,42.9
,"2003","2003","White","2106-3","Female","F","25-29 years","25-29",215,443886,48.4
,"2003","2003","White","2106-3","Female","F","30-34 years","30-34",341,521197,65.4
,"2003","2003","White","2106-3","Female","F","35-39 years","35-39",630,581368,108.4
,"2003","2003","White","2106-3","Female","F","40-44 years","40-44",1138,678989,167.6
,"2003","2003","White","2106-3","Female","F","45-49 years","45-49",1723,679886,253.4
,"2003","2003","White","2106-3","Female","F","50-54 years","50-54",2290,629771,363.6
,"2003","2003","White","2106-3","Female","F","55-59 years","55-59",3026,548669,551.5
,"2003","2003","White","2106-3","Female","F","60-64 years ","60-64",3558,414576,858.2
,"2003","2003","White","2106-3","Female","F","65-69 years","65-69",4626,335270,1379.8
,"2003","2003","White","2106-3","Female","F","70-74 years","70-74",6941,312640,2220.1
,"2003","2003","White","2106-3","Female","F","75-79 years","75-79",10902,313398,3478.6
,"2003","2003","White","2106-3","Female","F","80-84 years","80-84",15463,255993,6040.4
,"2003","2003","White","2106-3","Female","F","85-89 years","85-89",16108,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Female","F","90-94 years","90-94",12515,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Female","F","95-99 years","95-99",5488,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Female","F","100+ years","100+",1229,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Female","F","Not Stated","NS",Suppressed,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Male","M","< 1 year","1",436,84889,513.6
,"2003","2003","White","2106-3","Male","M","1-4 years","1-4",86,330964,26.0
,"2003","2003","White","2106-3","Male","M","5-9 years","5-9",58,440589,13.2
,"2003","2003","White","2106-3","Male","M","10-14 years","10-14",92,516571,17.8
,"2003","2003","White","2106-3","Male","M","15-19 years","15-19",368,500961,73.5
,"2003","2003","White","2106-3","Male","M","20-24 years","20-24",539,489737,110.1
,"2003","2003","White","2106-3","Male","M","25-29 years","25-29",512,465259,110.0
,"2003","2003","White","2106-3","Male","M","30-34 years","30-34",707,548331,128.9
,"2003","2003","White","2106-3","Male","M","35-39 years","35-39",1184,607925,194.8
,"2003","2003","White","2106-3","Male","M","40-44 years","40-44",1954,703555,277.7
,"2003","2003","White","2106-3","Male","M","45-49 years","45-49",2906,693413,419.1
,"2003","2003","White","2106-3","Male","M","50-54 years","50-54",3944,626545,629.5
,"2003","2003","White","2106-3","Male","M","55-59 years","55-59",4529,538930,840.4
,"2003","2003","White","2106-3","Male","M","60-64 years ","60-64",5142,393214,1307.7
,"2003","2003","White","2106-3","Male","M","65-69 years","65-69",6158,304162,2024.6
,"2003","2003","White","2106-3","Male","M","70-74 years","70-74",8402,268898,3124.6
,"2003","2003","White","2106-3","Male","M","75-79 years","75-79",11646,230095,5061.4
,"2003","2003","White","2106-3","Male","M","80-84 years","80-84",13942,169996,8201.4
,"2003","2003","White","2106-3","Male","M","85-89 years","85-89",11439,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Male","M","90-94 years","90-94",6079,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Male","M","95-99 years","95-99",1670,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Male","M","100+ years","100+",263,Not Applicable,Not Applicable
,"2003","2003","White","2106-3","Male","M","Not Stated","NS",18,Not Applicable,Not Applicable
,"2004","2004","Black or African American","2054-5","Female","F","< 1 year","1",163,15559,1047.6
,"2004","2004","Black or African American","2054-5","Female","F","1-4 years","1-4",24,64471,37.2
,"2004","2004","Black or African American","2054-5","Female","F","5-9 years","5-9",17,90218,Unreliable
,"2004","2004","Black or African American","2054-5","Female","F","10-14 years","10-14",23,107433,21.4
,"2004","2004","Black or African American","2054-5","Female","F","15-19 years","15-19",34,97979,34.7
,"2004","2004","Black or African American","2054-5","Female","F","20-24 years","20-24",57,84445,67.5
,"2004","2004","Black or African American","2054-5","Female","F","25-29 years","25-29",76,78805,96.4
,"2004","2004","Black or African American","2054-5","Female","F","30-34 years","30-34",116,83054,139.7
,"2004","2004","Black or African American","2054-5","Female","F","35-39 years","35-39",171,89832,190.4
,"2004","2004","Black or African American","2054-5","Female","F","40-44 years","40-44",304,98774,307.8
,"2004","2004","Black or African American","2054-5","Female","F","45-49 years","45-49",470,89427,525.6
