"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"60-64 years ","60-64","2002","2002","Female","F","White","2106-3",63,391729,16.1
,"60-64 years ","60-64","2002","2002","Male","M","Black or African American","2054-5",21,36640,57.3
,"60-64 years ","60-64","2002","2002","Male","M","White","2106-3",94,372142,25.3
,"60-64 years ","60-64","2003","2003","Female","F","Black or African American","2054-5",10,43791,Unreliable
,"60-64 years ","60-64","2003","2003","Female","F","White","2106-3",66,414576,15.9
,"60-64 years ","60-64","2003","2003","Male","M","Black or African American","2054-5",12,37375,Unreliable
,"60-64 years ","60-64","2003","2003","Male","M","White","2106-3",116,393214,29.5
,"60-64 years ","60-64","2004","2004","Female","F","White","2106-3",57,428819,13.3
,"60-64 years ","60-64","2004","2004","Male","M","Black or African American","2054-5",22,38400,57.3
,"60-64 years ","60-64","2004","2004","Male","M","White","2106-3",121,407648,29.7
,"60-64 years ","60-64","2005","2005","Female","F","White","2106-3",84,441093,19.0
,"60-64 years ","60-64","2005","2005","Male","M","Black or African American","2054-5",26,38948,66.8
,"60-64 years ","60-64","2005","2005","Male","M","White","2106-3",151,420218,35.9
,"60-64 years ","60-64","2006","2006","Female","F","White","2106-3",71,451901,15.7
,"60-64 years ","60-64","2006","2006","Male","M","Black or African American","2054-5",23,39527,58.2
,"60-64 years ","60-64","2006","2006","Male","M","White","2106-3",115,431393,26.7
,"60-64 years ","60-64","2007","2007","Female","F","Black or African American","2054-5",13,48883,Unreliable
,"60-64 years ","60-64","2007","2007","Female","F","White","2106-3",106,492007,21.5
,"60-64 years ","60-64","2007","2007","Male","M","Black or African American","2054-5",24,41664,57.6
,"60-64 years ","60-64","2007","2007","Male","M","White","2106-3",178,472301,37.7
,"60-64 years ","60-64","2008","2008","Female","F","Black or African American","2054-5",10,51083,Unreliable
,"60-64 years ","60-64","2008","2008","Female","F","White","2106-3",109,507036,21.5
,"60-64 years ","60-64","2008","2008","Male","M","Black or African American","2054-5",33,44410,74.3
,"60-64 years ","60-64","2008","2008","Male","M","White","2106-3",190,489372,38.8
,"60-64 years ","60-64","2009","2009","Female","F","Black or African American","2054-5",14,54284,Unreliable
,"60-64 years ","60-64","2009","2009","Female","F","White","2106-3",115,530225,21.7
,"60-64 years ","60-64","2009","2009","Male","M","Black or African American","2054-5",24,47024,51.0
,"60-64 years ","60-64","2009","2009","Male","M","White","2106-3",194,511175,38.0
,"60-64 years ","60-64","2010","2010","Female","F","Black or African American","2054-5",14,57505,Unreliable
,"60-64 years ","60-64","2010","2010","Female","F","White","2106-3",130,547074,23.8
,"60-64 years ","60-64","2010","2010","Male","M","Black or African American","2054-5",34,50319,67.6
,"60-64 years ","60-64","2010","2010","Male","M","White","2106-3",226,529164,42.7
,"60-64 years ","60-64","2011","2011","Female","F","Black or African American","2054-5",16,61789,Unreliable
,"60-64 years ","60-64","2011","2011","Female","F","White","2106-3",129,571114,22.6
,"60-64 years ","60-64","2011","2011","Male","M","Black or African American","2054-5",44,53908,81.6
,"60-64 years ","60-64","2011","2011","Male","M","White","2106-3",217,550846,39.4
,"60-64 years ","60-64","2012","2012","Female","F","Black or African American","2054-5",16,63106,Unreliable
,"60-64 years ","60-64","2012","2012","Female","F","White","2106-3",139,561716,24.7
,"60-64 years ","60-64","2012","2012","Male","M","Black or African American","2054-5",42,55222,76.1
,"60-64 years ","60-64","2012","2012","Male","M","White","2106-3",247,540582,45.7
,"60-64 years ","60-64","2013","2013","Female","F","Black or African American","2054-5",18,64521,Unreliable
,"60-64 years ","60-64","2013","2013","Female","F","White","2106-3",155,565840,27.4
,"60-64 years ","60-64","2013","2013","Male","M","Black or African American","2054-5",52,56564,91.9
,"60-64 years ","60-64","2013","2013","Male","M","White","2106-3",274,543430,50.4
,"60-64 years ","60-64","2014","2014","Female","F","Black or African American","2054-5",18,66180,Unreliable
,"60-64 years ","60-64","2014","2014","Female","F","White","2106-3",175,572758,30.6
,"60-64 years ","60-64","2014","2014","Male","M","Black or African American","2054-5",58,58506,99.1
,"60-64 years ","60-64","2014","2014","Male","M","White","2106-3",298,550461,54.1
,"60-64 years ","60-64","2015","2015","Female","F","Black or African American","2054-5",24,68004,35.3
,"60-64 years ","60-64","2015","2015","Female","F","White","2106-3",184,579851,31.7
,"60-64 years ","60-64","2015","2015","Male","M","Black or African American","2054-5",47,60476,77.7
,"60-64 years ","60-64","2015","2015","Male","M","White","2106-3",299,558030,53.6
,"60-64 years ","60-64","2016","2016","Female","F","Black or African American","2054-5",27,69686,38.7
,"60-64 years ","60-64","2016","2016","Female","F","White","2106-3",167,583899,28.6
,"60-64 years ","60-64","2016","2016","Male","M","Black or African American","2054-5",54,62591,86.3
,"60-64 years ","60-64","2016","2016","Male","M","White","2106-3",341,563107,60.6
,"60-64 years ","60-64","2017","2017","Female","F","Black or African American","2054-5",34,72359,47.0
,"60-64 years ","60-64","2017","2017","Female","F","White","2106-3",193,588348,32.8
,"60-64 years ","60-64","2017","2017","Male","M","Black or African American","2054-5",69,65320,105.6
,"60-64 years ","60-64","2017","2017","Male","M","White","2106-3",340,570222,59.6
,"65-69 years","65-69","1999","1999","Female","F","White","2106-3",48,336268,14.3
,"65-69 years","65-69","1999","1999","Male","M","Black or African American","2054-5",13,27046,Unreliable
,"65-69 years","65-69","1999","1999","Male","M","White","2106-3",75,306327,24.5
,"65-69 years","65-69","2000","2000","Female","F","White","2106-3",49,333412,14.7
,"65-69 years","65-69","2000","2000","Male","M","White","2106-3",62,301977,20.5
,"65-69 years","65-69","2001","2001","Female","F","White","2106-3",44,330008,13.3
,"65-69 years","65-69","2001","2001","Male","M","White","2106-3",76,298846,25.4
,"65-69 years","65-69","2002","2002","Female","F","White","2106-3",57,330410,17.3
,"65-69 years","65-69","2002","2002","Male","M","Black or African American","2054-5",12,29657,Unreliable
,"65-69 years","65-69","2002","2002","Male","M","White","2106-3",76,298690,25.4
,"65-69 years","65-69","2003","2003","Female","F","White","2106-3",60,335270,17.9
,"65-69 years","65-69","2003","2003","Male","M","Black or African American","2054-5",15,30519,Unreliable
,"65-69 years","65-69","2003","2003","Male","M","White","2106-3",90,304162,29.6
,"65-69 years","65-69","2004","2004","Female","F","White","2106-3",51,339529,15.0
,"65-69 years","65-69","2004","2004","Male","M","Black or African American","2054-5",14,31171,Unreliable
,"65-69 years","65-69","2004","2004","Male","M","White","2106-3",97,308931,31.4
,"65-69 years","65-69","2005","2005","Female","F","Black or African American","2054-5",11,37180,Unreliable
,"65-69 years","65-69","2005","2005","Female","F","White","2106-3",59,342518,17.2
,"65-69 years","65-69","2005","2005","Male","M","Black or African American","2054-5",21,31382,66.9
,"65-69 years","65-69","2005","2005","Male","M","White","2106-3",79,312507,25.3
,"65-69 years","65-69","2006","2006","Female","F","White","2106-3",60,346400,17.3
,"65-69 years","65-69","2006","2006","Male","M","Black or African American","2054-5",16,31181,Unreliable
,"65-69 years","65-69","2006","2006","Male","M","White","2106-3",101,317002,31.9
,"65-69 years","65-69","2007","2007","Female","F","White","2106-3",56,358108,15.6
,"65-69 years","65-69","2007","2007","Male","M","Black or African American","2054-5",24,31482,76.2
,"65-69 years","65-69","2007","2007","Male","M","White","2106-3",104,328698,31.6
,"65-69 years","65-69","2008","2008","Female","F","White","2106-3",72,380587,18.9
,"65-69 years","65-69","2008","2008","Male","M","Black or African American","2054-5",20,31951,62.6
,"65-69 years","65-69","2008","2008","Male","M","White","2106-3",105,349348,30.1
,"65-69 years","65-69","2009","2009","Female","F","White","2106-3",99,396014,25.0
,"65-69 years","65-69","2009","2009","Male","M","Black or African American","2054-5",21,33060,63.5
,"65-69 years","65-69","2009","2009","Male","M","White","2106-3",137,365588,37.5
,"65-69 years","65-69","2010","2010","Female","F","White","2106-3",95,407507,23.3
,"65-69 years","65-69","2010","2010","Male","M","Black or African American","2054-5",21,33660,62.4
,"65-69 years","65-69","2010","2010","Male","M","White","2106-3",133,377734,35.2
,"65-69 years","65-69","2011","2011","Female","F","Black or African American","2054-5",12,42487,Unreliable
,"65-69 years","65-69","2011","2011","Female","F","White","2106-3",79,423016,18.7
,"65-69 years","65-69","2011","2011","Male","M","Black or African American","2054-5",20,34706,57.6
,"65-69 years","65-69","2011","2011","Male","M","White","2106-3",132,393945,33.5
,"65-69 years","65-69","2012","2012","Female","F","Black or African American","2054-5",11,45309,Unreliable
,"65-69 years","65-69","2012","2012","Female","F","White","2106-3",116,462597,25.1
,"65-69 years","65-69","2012","2012","Male","M","Black or African American","2054-5",22,36944,59.5
,"65-69 years","65-69","2012","2012","Male","M","White","2106-3",177,432793,40.9
,"65-69 years","65-69","2013","2013","Female","F","Black or African American","2054-5",15,47953,Unreliable
,"65-69 years","65-69","2013","2013","Female","F","White","2106-3",119,482981,24.6
,"65-69 years","65-69","2013","2013","Male","M","Black or African American","2054-5",27,39164,68.9
,"65-69 years","65-69","2013","2013","Male","M","White","2106-3",186,452137,41.1
,"65-69 years","65-69","2014","2014","Female","F","White","2106-3",130,501701,25.9
,"65-69 years","65-69","2014","2014","Male","M","Black or African American","2054-5",33,41535,79.5
,"65-69 years","65-69","2014","2014","Male","M","White","2106-3",202,468939,43.1
,"65-69 years","65-69","2015","2015","Female","F","Black or African American","2054-5",14,53936,Unreliable
,"65-69 years","65-69","2015","2015","Female","F","White","2106-3",114,518965,22.0
,"65-69 years","65-69","2015","2015","Male","M","Black or African American","2054-5",30,44370,67.6
,"65-69 years","65-69","2015","2015","Male","M","White","2106-3",233,484895,48.1
,"65-69 years","65-69","2016","2016","Female","F","Black or African American","2054-5",16,56918,Unreliable
,"65-69 years","65-69","2016","2016","Female","F","White","2106-3",152,535706,28.4
,"65-69 years","65-69","2016","2016","Male","M","Black or African American","2054-5",34,46654,72.9
,"65-69 years","65-69","2016","2016","Male","M","White","2106-3",241,498646,48.3
,"65-69 years","65-69","2017","2017","Female","F","Black or African American","2054-5",22,57610,38.2
,"65-69 years","65-69","2017","2017","Female","F","White","2106-3",143,521747,27.4
,"65-69 years","65-69","2017","2017","Male","M","Black or African American","2054-5",45,47130,95.5
,"65-69 years","65-69","2017","2017","Male","M","White","2106-3",267,485737,55.0
,"70-74 years","70-74","1999","1999","Female","F","White","2106-3",77,347210,22.2
,"70-74 years","70-74","1999","1999","Male","M","White","2106-3",71,279317,25.4
,"70-74 years","70-74","2000","2000","Female","F","White","2106-3",61,341252,17.9
,"70-74 years","70-74","2000","2000","Male","M","Black or African American","2054-5",11,19649,Unreliable
,"70-74 years","70-74","2000","2000","Male","M","White","2106-3",97,276449,35.1
,"70-74 years","70-74","2001","2001","Female","F","White","2106-3",51,330743,15.4
,"70-74 years","70-74","2001","2001","Male","M","White","2106-3",71,275291,25.8
,"70-74 years","70-74","2002","2002","Female","F","White","2106-3",75,320680,23.4
,"70-74 years","70-74","2002","2002","Male","M","Black or African American","2054-5",13,20716,Unreliable
,"70-74 years","70-74","2002","2002","Male","M","White","2106-3",98,272558,36.0
,"70-74 years","70-74","2003","2003","Female","F","White","2106-3",75,312640,24.0
,"70-74 years","70-74","2003","2003","Male","M","White","2106-3",98,268898,36.4
,"70-74 years","70-74","2004","2004","Female","F","White","2106-3",80,305594,26.2
,"70-74 years","70-74","2004","2004","Male","M","White","2106-3",121,264446,45.8
,"70-74 years","70-74","2005","2005","Female","F","Black or African American","2054-5",12,28947,Unreliable
,"70-74 years","70-74","2005","2005","Female","F","White","2106-3",88,300542,29.3
,"70-74 years","70-74","2005","2005","Male","M","White","2106-3",103,260696,39.5
,"70-74 years","70-74","2006","2006","Female","F","White","2106-3",77,295302,26.1
,"70-74 years","70-74","2006","2006","Male","M","White","2106-3",93,255971,36.3
,"70-74 years","70-74","2007","2007","Female","F","White","2106-3",85,295465,28.8
,"70-74 years","70-74","2007","2007","Male","M","Black or African American","2054-5",10,24583,Unreliable
,"70-74 years","70-74","2007","2007","Male","M","White","2106-3",91,255826,35.6
,"70-74 years","70-74","2008","2008","Female","F","White","2106-3",78,299416,26.1
,"70-74 years","70-74","2008","2008","Male","M","Black or African American","2054-5",11,25061,Unreliable
,"70-74 years","70-74","2008","2008","Male","M","White","2106-3",97,260955,37.2
,"70-74 years","70-74","2009","2009","Female","F","White","2106-3",82,305109,26.9
,"70-74 years","70-74","2009","2009","Male","M","Black or African American","2054-5",11,25707,Unreliable
,"70-74 years","70-74","2009","2009","Male","M","White","2106-3",95,267167,35.6
,"70-74 years","70-74","2010","2010","Female","F","White","2106-3",93,308079,30.2
,"70-74 years","70-74","2010","2010","Male","M","Black or African American","2054-5",16,25866,Unreliable
,"70-74 years","70-74","2010","2010","Male","M","White","2106-3",109,270600,40.3
,"70-74 years","70-74","2011","2011","Female","F","White","2106-3",89,317739,28.0
,"70-74 years","70-74","2011","2011","Male","M","Black or African American","2054-5",10,26485,Unreliable
,"70-74 years","70-74","2011","2011","Male","M","White","2106-3",110,280128,39.3
,"70-74 years","70-74","2012","2012","Female","F","White","2106-3",80,330009,24.2
,"70-74 years","70-74","2012","2012","Male","M","Black or African American","2054-5",14,26732,Unreliable
,"70-74 years","70-74","2012","2012","Male","M","White","2106-3",101,292079,34.6
,"70-74 years","70-74","2013","2013","Female","F","White","2106-3",91,352304,25.8
,"70-74 years","70-74","2013","2013","Male","M","Black or African American","2054-5",15,27365,Unreliable
,"70-74 years","70-74","2013","2013","Male","M","White","2106-3",113,312841,36.1
,"70-74 years","70-74","2014","2014","Female","F","White","2106-3",112,367620,30.5
,"70-74 years","70-74","2014","2014","Male","M","Black or African American","2054-5",14,28133,Unreliable
,"70-74 years","70-74","2014","2014","Male","M","White","2106-3",151,326615,46.2
,"70-74 years","70-74","2015","2015","Female","F","White","2106-3",105,383312,27.4
,"70-74 years","70-74","2015","2015","Male","M","Black or African American","2054-5",15,28808,Unreliable
,"70-74 years","70-74","2015","2015","Male","M","White","2106-3",144,341360,42.2
,"70-74 years","70-74","2016","2016","Female","F","Black or African American","2054-5",13,38709,Unreliable
,"70-74 years","70-74","2016","2016","Female","F","White","2106-3",109,394900,27.6
,"70-74 years","70-74","2016","2016","Male","M","Black or African American","2054-5",23,29336,78.4
,"70-74 years","70-74","2016","2016","Male","M","White","2106-3",156,352447,44.3
,"70-74 years","70-74","2017","2017","Female","F","White","2106-3",147,426646,34.5
,"70-74 years","70-74","2017","2017","Male","M","Black or African American","2054-5",26,30840,84.3
,"70-74 years","70-74","2017","2017","Male","M","White","2106-3",192,382383,50.2
,"75-79 years","75-79","1999","1999","Female","F","White","2106-3",110,328788,33.5
,"75-79 years","75-79","1999","1999","Male","M","Black or African American","2054-5",13,14349,Unreliable
,"75-79 years","75-79","1999","1999","Male","M","White","2106-3",138,240853,57.3
,"75-79 years","75-79","2000","2000","Female","F","White","2106-3",106,333217,31.8
,"75-79 years","75-79","2000","2000","Male","M","White","2106-3",128,241459,53.0
,"75-79 years","75-79","2001","2001","Female","F","White","2106-3",106,328682,32.3
,"75-79 years","75-79","2001","2001","Male","M","White","2106-3",124,237907,52.1
,"75-79 years","75-79","2002","2002","Female","F","White","2106-3",104,321656,32.3
,"75-79 years","75-79","2002","2002","Male","M","White","2106-3",139,233329,59.6
,"75-79 years","75-79","2003","2003","Female","F","White","2106-3",118,313398,37.7
,"75-79 years","75-79","2003","2003","Male","M","White","2106-3",152,230095,66.1
,"75-79 years","75-79","2004","2004","Female","F","Black or African American","2054-5",13,22393,Unreliable
,"75-79 years","75-79","2004","2004","Female","F","White","2106-3",105,301420,34.8
,"75-79 years","75-79","2004","2004","Male","M","Black or African American","2054-5",14,14828,Unreliable
,"75-79 years","75-79","2004","2004","Male","M","White","2106-3",149,224782,66.3
,"75-79 years","75-79","2005","2005","Female","F","Black or African American","2054-5",11,22636,Unreliable
,"75-79 years","75-79","2005","2005","Female","F","White","2106-3",110,291846,37.7
,"75-79 years","75-79","2005","2005","Male","M","White","2106-3",135,223765,60.3
,"75-79 years","75-79","2006","2006","Female","F","White","2106-3",107,281619,38.0
,"75-79 years","75-79","2006","2006","Male","M","Black or African American","2054-5",10,15291,Unreliable
,"75-79 years","75-79","2006","2006","Male","M","White","2106-3",128,221291,57.8
,"75-79 years","75-79","2007","2007","Female","F","White","2106-3",105,273468,38.4
,"75-79 years","75-79","2007","2007","Male","M","Black or African American","2054-5",11,15532,Unreliable
,"75-79 years","75-79","2007","2007","Male","M","White","2106-3",146,219192,66.6
,"75-79 years","75-79","2008","2008","Female","F","White","2106-3",97,266722,36.4
,"75-79 years","75-79","2008","2008","Male","M","White","2106-3",124,217222,57.1
,"75-79 years","75-79","2009","2009","Female","F","White","2106-3",84,262259,32.0
,"75-79 years","75-79","2009","2009","Male","M","Black or African American","2054-5",13,16721,Unreliable
,"75-79 years","75-79","2009","2009","Male","M","White","2106-3",154,215341,71.5
,"75-79 years","75-79","2010","2010","Female","F","White","2106-3",87,260003,33.5
,"75-79 years","75-79","2010","2010","Male","M","White","2106-3",136,214217,63.5
,"75-79 years","75-79","2011","2011","Female","F","White","2106-3",114,257967,44.2
,"75-79 years","75-79","2011","2011","Male","M","White","2106-3",134,213543,62.8
,"75-79 years","75-79","2012","2012","Female","F","Black or African American","2054-5",10,25662,Unreliable
,"75-79 years","75-79","2012","2012","Female","F","White","2106-3",101,259944,38.9
,"75-79 years","75-79","2012","2012","Male","M","White","2106-3",127,215259,59.0
,"75-79 years","75-79","2013","2013","Female","F","White","2106-3",97,265424,36.5
,"75-79 years","75-79","2013","2013","Male","M","Black or African American","2054-5",15,20096,Unreliable
,"75-79 years","75-79","2013","2013","Male","M","White","2106-3",126,220780,57.1
,"75-79 years","75-79","2014","2014","Female","F","White","2106-3",100,271765,36.8
,"75-79 years","75-79","2014","2014","Male","M","Black or African American","2054-5",14,20684,Unreliable
,"75-79 years","75-79","2014","2014","Male","M","White","2106-3",130,227002,57.3
,"75-79 years","75-79","2015","2015","Female","F","Black or African American","2054-5",11,28433,Unreliable
,"75-79 years","75-79","2015","2015","Female","F","White","2106-3",113,277314,40.7
,"75-79 years","75-79","2015","2015","Male","M","Black or African American","2054-5",10,21036,Unreliable
,"75-79 years","75-79","2015","2015","Male","M","White","2106-3",177,232821,76.0
,"75-79 years","75-79","2016","2016","Female","F","White","2106-3",103,284912,36.2
,"75-79 years","75-79","2016","2016","Male","M","White","2106-3",184,239457,76.8
,"75-79 years","75-79","2017","2017","Female","F","Black or African American","2054-5",12,29861,Unreliable
,"75-79 years","75-79","2017","2017","Female","F","White","2106-3",136,292951,46.4
,"75-79 years","75-79","2017","2017","Male","M","Black or African American","2054-5",18,21154,Unreliable
,"75-79 years","75-79","2017","2017","Male","M","White","2106-3",193,247426,78.0
,"80-84 years","80-84","1999","1999","Female","F","White","2106-3",143,233068,61.4
,"80-84 years","80-84","1999","1999","Male","M","White","2106-3",140,150754,92.9
,"80-84 years","80-84","2000","2000","Female","F","White","2106-3",138,235721,58.5
,"80-84 years","80-84","2000","2000","Male","M","White","2106-3",142,152890,92.9
,"80-84 years","80-84","2001","2001","Female","F","White","2106-3",127,244168,52.0
,"80-84 years","80-84","2001","2001","Male","M","White","2106-3",131,161004,81.4
,"80-84 years","80-84","2002","2002","Female","F","White","2106-3",175,251157,69.7
,"80-84 years","80-84","2002","2002","Male","M","White","2106-3",161,167001,96.4
,"80-84 years","80-84","2003","2003","Female","F","White","2106-3",162,255993,63.3
,"80-84 years","80-84","2003","2003","Male","M","White","2106-3",176,169996,103.5
,"80-84 years","80-84","2004","2004","Female","F","White","2106-3",181,260012,69.6
,"80-84 years","80-84","2004","2004","Male","M","White","2106-3",182,172423,105.6
,"80-84 years","80-84","2005","2005","Female","F","Black or African American","2054-5",10,16275,Unreliable
,"80-84 years","80-84","2005","2005","Female","F","White","2106-3",180,261267,68.9
,"80-84 years","80-84","2005","2005","Male","M","White","2106-3",181,173105,104.6
,"80-84 years","80-84","2006","2006","Female","F","Black or African American","2054-5",10,16407,Unreliable
,"80-84 years","80-84","2006","2006","Female","F","White","2106-3",182,256362,71.0
,"80-84 years","80-84","2006","2006","Male","M","White","2106-3",221,169478,130.4
,"80-84 years","80-84","2007","2007","Female","F","Black or African American","2054-5",12,16563,Unreliable
,"80-84 years","80-84","2007","2007","Female","F","White","2106-3",191,251731,75.9
,"80-84 years","80-84","2007","2007","Male","M","White","2106-3",189,167188,113.0
,"80-84 years","80-84","2008","2008","Female","F","White","2106-3",162,246271,65.8
,"80-84 years","80-84","2008","2008","Male","M","White","2106-3",189,165602,114.1
,"80-84 years","80-84","2009","2009","Female","F","White","2106-3",175,238725,73.3
,"80-84 years","80-84","2009","2009","Male","M","White","2106-3",200,163702,122.2
,"80-84 years","80-84","2010","2010","Female","F","Black or African American","2054-5",11,17013,Unreliable
,"80-84 years","80-84","2010","2010","Female","F","White","2106-3",182,233782,77.9
,"80-84 years","80-84","2010","2010","Male","M","Black or African American","2054-5",11,10044,Unreliable
,"80-84 years","80-84","2010","2010","Male","M","White","2106-3",184,164416,111.9
,"80-84 years","80-84","2011","2011","Female","F","White","2106-3",174,227967,76.3
,"80-84 years","80-84","2011","2011","Male","M","White","2106-3",193,166311,116.0
,"80-84 years","80-84","2012","2012","Female","F","White","2106-3",156,222896,70.0
,"80-84 years","80-84","2012","2012","Male","M","Black or African American","2054-5",12,10838,Unreliable
,"80-84 years","80-84","2012","2012","Male","M","White","2106-3",170,166848,101.9
,"80-84 years","80-84","2013","2013","Female","F","White","2106-3",162,218341,74.2
,"80-84 years","80-84","2013","2013","Male","M","White","2106-3",174,166264,104.7
,"80-84 years","80-84","2014","2014","Female","F","White","2106-3",143,215476,66.4
,"80-84 years","80-84","2014","2014","Male","M","White","2106-3",170,164899,103.1
,"80-84 years","80-84","2015","2015","Female","F","Black or African American","2054-5",14,19509,Unreliable
,"80-84 years","80-84","2015","2015","Female","F","White","2106-3",152,213476,71.2
,"80-84 years","80-84","2015","2015","Male","M","White","2106-3",180,164460,109.4
,"80-84 years","80-84","2016","2016","Female","F","Black or African American","2054-5",16,20224,Unreliable
,"80-84 years","80-84","2016","2016","Female","F","White","2106-3",192,213197,90.1
,"80-84 years","80-84","2016","2016","Male","M","Black or African American","2054-5",13,13651,Unreliable
,"80-84 years","80-84","2016","2016","Male","M","White","2106-3",208,164534,126.4
,"80-84 years","80-84","2017","2017","Female","F","Black or African American","2054-5",12,20771,Unreliable
,"80-84 years","80-84","2017","2017","Female","F","White","2106-3",181,213131,84.9
,"80-84 years","80-84","2017","2017","Male","M","Black or African American","2054-5",21,14084,149.1
,"80-84 years","80-84","2017","2017","Male","M","White","2106-3",165,164888,100.1
,"85-89 years","85-89","1999","1999","Female","F","White","2106-3",158,Not Applicable,Not Applicable
,"85-89 years","85-89","1999","1999","Male","M","White","2106-3",121,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Female","F","White","2106-3",155,Not Applicable,Not Applicable
,"85-89 years","85-89","2000","2000","Male","M","White","2106-3",124,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Female","F","White","2106-3",141,Not Applicable,Not Applicable
,"85-89 years","85-89","2001","2001","Male","M","White","2106-3",120,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Female","F","White","2106-3",180,Not Applicable,Not Applicable
,"85-89 years","85-89","2002","2002","Male","M","White","2106-3",165,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Female","F","White","2106-3",176,Not Applicable,Not Applicable
,"85-89 years","85-89","2003","2003","Male","M","White","2106-3",136,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Female","F","White","2106-3",202,Not Applicable,Not Applicable
,"85-89 years","85-89","2004","2004","Male","M","White","2106-3",149,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Female","F","Black or African American","2054-5",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Female","F","White","2106-3",183,Not Applicable,Not Applicable
,"85-89 years","85-89","2005","2005","Male","M","White","2106-3",167,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Female","F","White","2106-3",182,Not Applicable,Not Applicable
,"85-89 years","85-89","2006","2006","Male","M","White","2106-3",198,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Female","F","White","2106-3",230,Not Applicable,Not Applicable
,"85-89 years","85-89","2007","2007","Male","M","White","2106-3",218,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Female","F","White","2106-3",207,Not Applicable,Not Applicable
,"85-89 years","85-89","2008","2008","Male","M","White","2106-3",197,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Female","F","White","2106-3",240,Not Applicable,Not Applicable
,"85-89 years","85-89","2009","2009","Male","M","White","2106-3",209,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Female","F","White","2106-3",233,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Male","M","Black or African American","2054-5",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2010","2010","Male","M","White","2106-3",227,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Female","F","White","2106-3",270,Not Applicable,Not Applicable
,"85-89 years","85-89","2011","2011","Male","M","White","2106-3",241,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Female","F","White","2106-3",283,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Male","M","Black or African American","2054-5",11,Not Applicable,Not Applicable
,"85-89 years","85-89","2012","2012","Male","M","White","2106-3",222,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Female","F","White","2106-3",220,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Male","M","Black or African American","2054-5",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2013","2013","Male","M","White","2106-3",212,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Female","F","White","2106-3",215,Not Applicable,Not Applicable
,"85-89 years","85-89","2014","2014","Male","M","White","2106-3",218,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Female","F","Black or African American","2054-5",13,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Female","F","White","2106-3",251,Not Applicable,Not Applicable
,"85-89 years","85-89","2015","2015","Male","M","White","2106-3",223,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Female","F","White","2106-3",223,Not Applicable,Not Applicable
,"85-89 years","85-89","2016","2016","Male","M","White","2106-3",230,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Female","F","Black or African American","2054-5",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Female","F","White","2106-3",253,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Male","M","Black or African American","2054-5",10,Not Applicable,Not Applicable
,"85-89 years","85-89","2017","2017","Male","M","White","2106-3",270,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Female","F","White","2106-3",116,Not Applicable,Not Applicable
,"90-94 years","90-94","1999","1999","Male","M","White","2106-3",68,Not Applicable,Not Applicable
,"90-94 years","90-94","2000","2000","Female","F","White","2106-3",108,Not Applicable,Not Applicable
,"90-94 years","90-94","2000","2000","Male","M","White","2106-3",62,Not Applicable,Not Applicable
,"90-94 years","90-94","2001","2001","Female","F","White","2106-3",105,Not Applicable,Not Applicable
,"90-94 years","90-94","2001","2001","Male","M","White","2106-3",75,Not Applicable,Not Applicable
,"90-94 years","90-94","2002","2002","Female","F","White","2106-3",135,Not Applicable,Not Applicable
,"90-94 years","90-94","2002","2002","Male","M","White","2106-3",77,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Female","F","White","2106-3",126,Not Applicable,Not Applicable
,"90-94 years","90-94","2003","2003","Male","M","White","2106-3",86,Not Applicable,Not Applicable
,"90-94 years","90-94","2004","2004","Female","F","White","2106-3",128,Not Applicable,Not Applicable
